,Model_ID,Dataset,TOD,DOW,Lambda,Max_OnBoardTime_minute,Actual_Mean_OnBoardTime_minute,Actual_Min_OnBoardTime_minute,Actual_Max_OnBoardTime_minute,Median_Predicted_speed_mph,Over_Predicted_Speed_count,Under_Predicted_Speed_count,Sparsity,Avg_Count_Redunt,RMSE,Pearson_r,R_Squared,Min_Diff_sec,Max_Diff_sec,Mean_Diff_sec,Min_Abs_Diff_sec,Max_Abs_Diff_sec,Mean_Abs_Diff_sec,Number of Traces,Avg_Trace_length_m
0,1.0,Train,af,wed,2532576.7460314953,15.0,7.5979020979020975,0.08333333333333333,14.566666666666666,11.397040191233291,0.0,0.0,Continuous,15.943502824858758,39.93713425996409,0.9862215099070716,0.9726328666033841,-92.32347536318571,89.85213353496283,-5.644469482232136,92.32347536318571,92.32347536318571,31.728843408433175,143.0,2020.72
1,1.0,Test,af,wed,2532576.7460314953,15.0,7.5979020979020975,0.08333333333333333,14.566666666666666,11.397040191233291,0.0,0.0,Continuous,15.943502824858758,52.32028678637746,0.9773466179954341,0.955206411707113,-144.0,129.2418580865674,4.124890350299885,144.0,144.0,41.02987554597516,142.0,2137.45
2,1.0,Validation,mo,wed,2532576.7460314953,15.0,7.5979020979020975,0.08333333333333333,14.566666666666666,11.397040191233291,0.0,0.0,Continuous,15.943502824858758,89.31903964161522,0.9488102536259132,0.9002408973856697,-265.4347381560966,237.14273052946737,12.06003124049662,265.4347381560966,265.4347381560966,68.39129033795604,41.0,2020.72
3,1.0,Validation,ev,wed,2532576.7460314953,15.0,7.5979020979020975,0.08333333333333333,14.566666666666666,11.397040191233291,0.0,0.0,Continuous,15.943502824858758,86.45972678435213,0.9286595759843943,0.8624086080675151,-247.04581199103404,202.1533034866634,5.348036206332419,247.04581199103404,247.04581199103404,62.68209218527436,55.0,2020.72
4,2.0,Train,af,wed,612978.4782970988,15.0,7.452941176470588,1.3333333333333333,14.55,11.159664911948003,0.0,0.0,Sparse,1.8248587570621468,22.345984658176107,0.996310404917979,0.9926344229478272,-59.2009808108574,39.305012553259814,-3.3950366011971718,59.2009808108574,59.2009808108574,15.875612818906394,17.0,2236.43
5,2.0,Test,af,wed,612978.4782970988,15.0,7.452941176470588,1.3333333333333333,14.55,11.159664911948003,0.0,0.0,Sparse,1.8248587570621468,83.00109431376802,0.9437994075963357,0.8907573217791943,-276.8616123392285,118.40258022876961,-21.484939026592034,276.8616123392285,276.8616123392285,62.58612052182218,129.0,2096.18
6,2.0,Validation,mo,wed,612978.4782970988,15.0,7.452941176470588,1.3333333333333333,14.55,11.159664911948003,0.0,0.0,Sparse,1.8248587570621468,109.43393542477672,0.9104245589891622,0.8288728776106105,-280.5268971784535,210.7623364399101,-13.613569405913598,280.5268971784535,280.5268971784535,87.90611784719378,41.0,2236.43
7,2.0,Validation,ev,wed,612978.4782970988,15.0,7.452941176470588,1.3333333333333333,14.55,11.159664911948003,0.0,0.0,Sparse,1.8248587570621468,91.76940088811727,0.9261652743942199,0.8577821154937206,-245.06800547339662,194.03481375812817,-17.47605790459888,245.06800547339662,245.06800547339662,70.8154708832643,55.0,2236.43
8,3.0,Train,af,wed,1481971.1457880992,10.0,6.059604519774012,1.0666666666666667,9.883333333333333,11.337464305584515,0.0,0.0,Continuous,10.581920903954803,39.46604302123758,0.9679074874222405,0.9368449042080347,-108.32070243950503,94.54593020228594,-7.934522575344514,108.32070243950503,108.32070243950503,30.762930667441,118.0,1730.87
9,3.0,Test,af,wed,1481971.1457880992,10.0,6.059604519774012,1.0666666666666667,9.883333333333333,11.337464305584515,0.0,0.0,Continuous,10.581920903954803,42.03662316894858,0.95991024890594,0.9214276859546637,-171.45893500293687,113.86220069603405,-3.8107501503459713,171.45893500293687,171.45893500293687,32.205262977918856,213.0,1558.29
