,Model_ID,Dataset,TOD,DOW,Lambda,Max_OnBoardTime_minute,Actual_Mean_OnBoardTime_minute,Actual_Min_OnBoardTime_minute,Actual_Max_OnBoardTime_minute,Median_Predicted_speed_mph,Over_Predicted_Speed_count,Under_Predicted_Speed_count,Sparsity,Avg_Count_Redunt,RMSE,Pearson_r,R_Squared,Min_Diff_sec,Max_Diff_sec,Mean_Diff_sec,Min_Abs_Diff_sec,Max_Abs_Diff_sec,Mean_Abs_Diff_sec,Number of Traces,Avg_Trace_length_m
0,1.0,Train,af,wed,2172611.5792660117,15.0,6.890650406504065,1.0166666666666666,14.8,10.378421151648704,0.0,0.0,Continuous,15.389830508474576,44.76906033418572,0.9785801531234569,0.9576191160871284,-146.3822328795144,112.53436651171091,-3.1464545557375008,146.3822328795144,146.3822328795144,34.37737985776001,164.0,1941.11
1,1.0,Test,af,wed,2172611.5792660117,15.0,6.890650406504065,1.0166666666666666,14.8,10.378421151648704,0.0,0.0,Continuous,15.389830508474576,44.85893133191257,0.9787690940557043,0.9579889394786242,-116.33090857764762,104.01575317353286,-4.032500205417967,116.33090857764762,116.33090857764762,35.80223433679144,175.0,1937.66
2,1.0,Validation,mo,wed,2172611.5792660117,15.0,6.890650406504065,1.0166666666666666,14.8,10.378421151648704,0.0,0.0,Continuous,15.389830508474576,100.01045067496841,0.9431993151259664,0.8896249480540921,-255.46119251655296,245.27455371668907,19.5438757008083,255.46119251655296,255.46119251655296,78.18600836451161,41.0,1941.11
3,1.0,Validation,ev,wed,2172611.5792660117,15.0,6.890650406504065,1.0166666666666666,14.8,10.378421151648704,0.0,0.0,Continuous,15.389830508474576,102.80734920380046,0.9091645446800132,0.8265801693032157,-253.611997917988,257.3341186124295,12.837439801506518,257.3341186124295,257.3341186124295,74.69405707715556,55.0,1941.11
4,2.0,Train,af,wed,303534.45294718136,15.0,7.607777777777778,0.95,12.716666666666667,9.855486055058856,0.0,0.0,Sparse,1.5423728813559323,24.171175985495243,0.9950003719840099,0.9900257402483181,-43.107092158258155,41.91525417085256,-2.210032313369781,43.107092158258155,43.107092158258155,19.4253053303561,15.0,2053.23
5,2.0,Test,af,wed,303534.45294718136,15.0,7.607777777777778,0.95,12.716666666666667,9.855486055058856,0.0,0.0,Sparse,1.5423728813559323,64.47820789405527,0.9622820464025814,0.9259867368287399,-100.32116998405763,226.8053034045032,10.66611828907423,226.8053034045032,226.8053034045032,47.61598362876817,117.0,1816.74
6,2.0,Validation,mo,wed,303534.45294718136,15.0,7.607777777777778,0.95,12.716666666666667,9.855486055058856,0.0,0.0,Sparse,1.5423728813559323,131.43071296741707,0.935989299127793,0.8760759680817373,-214.99685694352888,315.799645902644,58.974709634085144,315.799645902644,315.799645902644,102.27365945688516,41.0,2053.23
7,2.0,Validation,ev,wed,303534.45294718136,15.0,7.607777777777778,0.95,12.716666666666667,9.855486055058856,0.0,0.0,Sparse,1.5423728813559323,136.5754618198596,0.8876626888143916,0.7879450491131954,-207.1935792406523,349.47676330073364,52.48016014524597,349.47676330073364,349.47676330073364,96.78197845588912,55.0,2053.23
8,3.0,Train,af,wed,590754.4011366166,10.0,4.8673780487804885,0.8166666666666667,9.316666666666666,10.578139109990941,0.0,0.0,Continuous,11.209039548022599,40.532653939837836,0.9628415172989685,0.9270637874345798,-159.04477708198732,96.53742304462617,-4.697103173147533,159.04477708198732,159.04477708198732,30.94205799990053,164.0,1340.64
9,3.0,Test,af,wed,590754.4011366166,10.0,4.8673780487804885,0.8166666666666667,9.316666666666666,10.578139109990941,0.0,0.0,Continuous,11.209039548022599,44.716926641879624,0.9512838837378563,0.9049410274593793,-114.47582069096327,132.81091252499982,-2.226221436049592,132.81091252499982,132.81091252499982,34.29030172955073,95.0,1497.86
10,3.0,Validation,mo,wed,590754.4011366166,10.0,4.8673780487804885,0.8166666666666667,9.316666666666666,10.578139109990941,0.0,0.0,Continuous,11.209039548022599,88.36735286623878,0.9545805370467895,0.911224001708537,-208.4323085069666,226.42773784625297,25.524610183905995,226.42773784625297,226.42773784625297,66.86460303730158,41.0,1340.64
11,3.0,Validation,ev,wed,590754.4011366166,10.0,4.8673780487804885,0.8166666666666667,9.316666666666666,10.578139109990941,0.0,0.0,Continuous,11.209039548022599,115.8629850337957,0.8896124268605773,0.7914102700247659,-300.020743252206,296.67882452726326,18.85516304838847,300.020743252206,300.020743252206,77.95170859785901,55.0,1340.64
12,4.0,Train,af,wed,70523.60529902136,10.0,4.26231884057971,1.0,9.266666666666667,10.190793100068634,0.0,0.0,Sparse,1.5084745762711864,33.89076728091747,0.9781284107995576,0.9567351880132681,-90.25429669970191,46.16003715147667,-9.108453402032453,90.25429669970191,90.25429669970191,24.742660828664633,23.0,1034.48
13,4.0,Test,af,wed,70523.60529902136,10.0,4.26231884057971,1.0,9.266666666666667,10.190793100068634,0.0,0.0,Sparse,1.5084745762711864,78.67810657335932,0.8424899007462865,0.7097892328594877,-266.75114665875174,171.13495825337043,6.481933632022995,266.75114665875174,266.75114665875174,62.15579624027201,124.0,1276.33
